distance_km,hour_of_day,day_of_week,is_raining,travel_time_minutes,road_qualities,congestion_levels,type_of_road,checkpoints
6.45,9,4,0,29.14,1,5,0,2
11.31,21,1,1,27.51,2,1,0,1
23.73,9,5,1,83.08,0,4,0,3
17.07,21,4,0,33.08,2,5,1,4
1.15,17,6,0,6.53,2,5,0,2
23.07,21,0,1,56.04,1,5,0,0
2.02,13,4,0,11.98,1,5,0,4
22.63,11,4,0,40.32,1,5,1,2
6.87,15,2,0,18.76,2,3,0,4
28.78,10,0,0,87.94,2,2,0,2
11.67,15,4,0,19.53,1,2,0,0
10.48,15,1,0,22.18,1,5,0,1
5.32,12,0,1,18.03,1,4,0,2
9.86,6,1,0,21.91,1,1,0,3
26.42,12,5,0,55.77,1,5,0,0
29.89,6,5,0,41.11,1,1,0,0
11.68,20,6,1,35.4,1,3,0,4
14.01,9,3,0,43.84,1,2,0,3
21.94,15,5,0,47.07,1,3,0,4
26.7,14,4,1,59.63,2,4,0,0
18.2,7,0,0,30.29,1,4,1,2
12.35,19,5,0,34.76,1,5,0,3
12.97,21,1,1,35.53,1,4,0,0
21.17,6,4,1,62.44,1,4,0,3
1.09,7,5,0,5.89,2,3,0,2
18.97,12,2,1,47.63,0,1,0,1
11.31,15,1,0,28.15,1,2,0,4
24.03,6,6,0,58.9,1,4,0,4
3.7,18,6,1,10.94,1,4,0,0
18.06,6,6,1,46.18,1,3,0,0
14.95,10,1,0,49.75,0,2,0,2
19.63,21,6,0,38.36,0,3,0,0
2.88,20,3,0,3.91,2,1,0,0
17.82,22,2,0,31.87,1,3,0,0
17.28,21,3,0,36.5,1,2,0,3
17.26,18,5,0,28.77,2,2,1,3
18.5,16,2,0,34.79,1,4,0,1
20.62,22,1,0,32.21,2,1,0,3
24.34,22,3,0,46.95,2,5,1,4
8.82,7,4,0,19.13,1,4,0,1
24.93,18,2,0,67.78,1,3,0,0
15.45,19,1,0,52.52,1,3,0,4
3.23,16,0,1,8.03,2,2,0,1
2.7,15,2,0,6.32,1,2,0,1
10.69,8,2,0,43.33,2,2,0,4
23.76,22,5,0,48.38,2,5,0,1
21.52,20,4,0,38.29,2,5,1,4
23.87,14,5,0,45.46,2,4,0,1
16.0,15,6,0,35.88,2,5,0,1
13.77,13,2,0,22.92,2,2,0,1
5.28,18,2,0,24.67,1,4,0,4
10.52,10,6,0,23.29,2,4,0,1
13.59,11,4,0,24.35,2,1,0,3
3.57,22,4,1,14.63,1,5,0,3
7.4,16,3,0,22.75,0,3,0,3
18.35,21,1,0,38.56,1,3,0,3
22.33,14,1,0,48.23,0,1,0,3
29.95,7,3,0,39.33,1,2,1,0
28.06,10,1,1,114.28,1,1,0,1
19.63,6,2,0,24.68,2,2,1,2
13.22,9,3,1,48.92,1,5,0,0
19.45,9,3,0,63.09,2,5,0,4
23.78,8,1,1,110.19,0,4,0,0
4.43,14,0,0,12.27,1,4,0,2
12.89,17,1,0,40.81,1,4,0,0
25.35,15,5,0,48.06,1,4,0,1
12.13,7,0,0,26.21,2,3,0,3
17.58,16,3,0,34.21,2,4,0,1
18.05,15,0,0,33.83,2,4,0,0
6.35,11,2,0,13.72,1,4,1,2
11.5,7,4,1,31.8,2,2,0,4
10.7,7,0,0,20.87,1,4,0,1
1.76,15,5,0,7.1,0,1,0,2
1.7,21,4,1,11.83,2,4,0,4
25.12,17,2,1,81.6,2,4,0,3
8.92,6,5,0,17.22,1,3,0,1
16.02,13,6,0,28.36,2,4,0,1
9.66,21,4,0,15.65,2,2,1,3
28.28,18,6,0,77.41,1,5,0,3
8.52,20,2,0,16.32,1,4,0,0
13.46,17,4,0,51.82,2,4,0,4
26.31,13,4,0,55.11,2,4,0,2
25.42,15,1,0,48.82,1,3,0,3
6.4,19,5,1,17.19,1,5,1,0
24.28,10,5,0,51.45,1,3,1,4
14.29,20,0,0,28.99,1,3,1,4
15.01,11,6,0,22.71,1,3,1,1
4.87,16,6,0,5.77,1,2,1,0
3.34,16,5,0,5.79,1,5,1,0
22.11,15,5,0,35.25,2,2,0,1
15.4,7,4,1,42.3,2,2,0,2
13.67,14,6,0,30.35,2,5,0,3
22.16,19,3,0,63.93,2,2,0,1
23.2,15,1,0,54.34,2,5,0,3
5.61,9,0,0,21.83,1,4,0,0
18.7,11,1,0,32.78,2,3,0,1
4.93,19,0,0,18.45,0,2,0,2
22.79,9,2,0,78.96,1,5,0,3
20.05,20,4,0,37.63,1,1,0,3
28.74,21,5,0,58.0,1,2,0,3
3.0,12,5,0,4.83,1,2,0,0
2.65,22,3,0,10.68,2,5,0,3
9.18,22,6,0,21.83,1,1,0,4
8.59,11,6,0,16.72,2,1,0,3
8.16,16,1,0,16.49,1,4,0,0
27.28,21,1,1,64.31,2,2,0,1
8.24,13,1,0,20.21,1,3,0,3
8.89,16,6,0,21.63,1,2,0,3
23.02,12,5,0,44.69,1,3,0,1
14.04,15,6,0,35.74,1,3,0,4
23.52,14,1,0,46.23,1,5,0,0
2.9,9,4,0,8.21,1,2,1,1
15.14,20,0,0,35.16,0,5,0,0
1.97,18,5,0,6.78,1,4,0,1
2.82,7,4,0,7.34,2,3,1,2
27.29,7,2,0,43.35,0,1,1,4
5.04,21,4,0,12.27,1,3,0,2
16.44,14,4,0,31.25,2,4,0,1
12.92,18,2,1,53.36,1,3,0,1
11.07,8,4,1,43.24,1,5,0,0
27.1,14,0,0,49.01,1,2,0,1
1.63,18,5,0,3.3,1,1,0,0
20.25,7,3,0,41.72,1,5,0,0
28.94,13,6,1,60.65,1,2,0,1
17.24,14,2,0,26.6,1,1,0,0
28.17,21,5,1,64.07,2,4,1,4
2.52,7,1,0,8.53,2,3,0,2
13.15,11,0,0,12.97,2,1,1,1
8.54,13,3,1,23.87,1,4,0,0
22.19,10,0,0,64.69,1,2,0,0
29.46,14,0,0,46.37,1,1,0,0
8.44,6,1,0,15.5,1,4,0,0
19.97,14,3,0,44.11,1,2,0,4
6.74,15,6,0,15.89,2,5,0,1
17.39,9,0,0,45.62,1,3,0,1
14.45,8,1,0,63.18,1,4,0,4
29.19,15,2,0,63.64,1,5,0,4
18.65,20,1,0,33.97,2,2,0,4
11.14,16,4,1,26.04,1,1,0,1
4.31,19,5,0,14.98,1,3,0,3
5.39,11,1,0,12.82,2,2,0,2
7.53,17,1,0,34.69,0,4,0,4
8.28,18,1,0,35.36,1,3,0,4
25.67,22,6,1,70.11,2,5,0,1
17.28,21,0,0,30.35,2,3,0,1
16.18,8,6,0,50.8,0,5,0,2
4.33,7,3,0,5.18,1,2,1,0
25.94,16,1,0,37.2,1,1,0,1
21.96,14,1,1,54.89,1,3,0,2
2.96,8,4,1,13.61,1,1,0,1
21.53,20,4,0,32.97,2,1,0,1
16.76,19,2,1,56.9,1,3,1,1
3.37,7,2,0,12.62,1,3,0,3
14.29,22,4,0,25.62,1,1,0,3
15.06,13,3,0,30.12,1,4,1,4
5.81,15,2,0,17.69,1,4,0,3
28.43,13,5,0,59.73,1,3,0,2
25.65,13,5,1,58.07,2,1,0,1
20.4,8,3,0,54.45,1,1,0,3
14.41,8,4,0,43.68,1,2,0,1
12.94,17,2,0,29.2,1,1,1,0
19.88,22,1,0,43.39,1,4,0,4
16.82,9,4,0,50.06,1,2,0,3
2.81,22,2,0,6.85,2,4,0,1
15.86,19,3,0,43.45,2,5,0,0
24.39,14,5,0,56.42,0,3,0,4
14.32,17,3,0,47.93,2,5,0,4
2.51,10,2,1,9.86,1,3,0,0
23.8,16,3,0,52.77,1,4,0,3
6.84,8,2,0,27.06,1,4,0,3
8.5,20,2,0,19.13,1,5,0,1
5.78,19,3,0,24.58,0,3,0,2
10.58,16,0,1,28.26,1,3,0,1
22.95,13,1,0,32.04,1,2,1,1
16.06,9,4,0,49.37,0,1,0,1
6.94,17,5,1,20.18,1,2,0,0
26.46,13,1,0,61.2,1,4,0,4
26.51,11,4,0,62.27,2,5,0,4
26.25,20,4,0,54.28,1,3,0,2
7.93,17,5,0,21.95,1,2,0,3
14.09,21,1,0,32.26,1,5,0,1
29.56,21,5,0,56.58,2,5,0,0
23.39,9,2,1,69.83,1,1,1,0
1.79,16,5,0,5.09,2,3,0,1
2.89,18,3,0,8.55,1,5,1,0
14.45,14,0,0,17.81,2,3,1,0
27.37,9,0,0,84.86,1,2,0,1
16.62,17,0,0,57.29,1,5,1,2
15.44,14,1,0,31.84,1,5,0,0
4.06,18,1,0,17.48,1,2,1,4
20.05,21,2,0,46.47,1,3,0,4
24.84,11,6,0,55.36,1,3,0,4
12.03,15,0,0,30.62,0,5,0,1
23.49,18,2,0,69.23,1,2,0,4
28.97,12,6,0,58.91,2,4,0,3
6.91,22,0,0,8.99,2,3,1,0
16.18,18,1,0,41.3,1,4,1,2
9.33,18,6,0,32.14,0,5,0,4
23.99,7,3,1,66.95,1,4,0,1
17.75,15,3,0,34.18,2,4,0,2
19.4,18,3,0,61.82,2,3,0,1
24.14,14,5,0,51.59,2,5,0,2
12.48,6,3,0,30.45,1,4,0,2
27.54,19,4,0,78.29,2,3,0,0
16.46,21,0,0,31.97,2,4,0,2
5.58,20,3,0,16.83,1,3,0,3
21.18,6,6,0,51.32,2,5,0,3
24.0,22,4,0,43.64,1,2,0,3
10.19,18,4,0,35.73,1,3,0,1
25.86,20,4,0,44.36,2,3,0,0
27.28,21,2,0,60.13,1,4,0,1
9.03,21,6,1,31.89,2,5,0,4
29.52,7,2,0,49.73,1,1,0,3
5.08,22,4,0,7.07,2,1,0,0
6.86,16,5,0,17.11,1,2,0,3
6.34,13,3,0,12.88,2,5,0,0
26.93,8,0,0,75.99,2,3,0,1
19.97,17,6,0,35.8,1,1,0,1
5.41,21,5,0,13.84,0,2,1,3
13.77,19,1,0,45.23,2,5,0,2
18.84,21,2,0,32.36,1,2,0,0
3.42,22,3,0,11.82,1,1,1,4
26.59,16,3,0,52.36,1,4,0,2
24.3,22,1,1,66.54,2,4,0,1
15.65,6,1,0,32.28,1,5,0,0
29.05,17,6,0,57.86,2,2,0,2
13.12,20,3,0,29.48,2,3,0,4
29.54,19,1,0,79.31,1,1,0,2
20.37,6,3,0,48.58,1,4,0,4
19.41,18,5,0,48.82,2,4,0,1
5.81,20,6,0,7.93,2,2,0,0
26.58,12,1,1,81.73,1,4,0,1
13.4,20,5,0,20.25,2,2,0,0
5.7,15,5,0,12.93,1,1,0,2
1.37,19,1,0,5.8,1,2,0,1
17.23,11,6,0,32.24,2,4,0,0
16.29,19,3,0,59.44,1,2,0,4
21.86,17,4,0,74.77,1,4,0,0
26.82,16,3,0,50.24,2,5,0,1
3.3,7,0,0,8.63,1,4,0,1
22.21,6,1,1,60.19,1,4,0,2
6.43,13,2,0,19.82,1,4,0,4
25.89,19,6,0,59.81,1,5,0,0
24.75,14,1,0,45.46,1,3,0,1
16.68,7,0,0,29.98,2,4,0,0
21.6,10,5,0,48.08,1,3,0,3
10.12,13,2,0,23.01,2,1,0,4
14.66,21,2,0,22.99,2,2,1,4
24.83,21,3,0,46.25,2,3,0,3
14.32,18,4,0,39.74,1,1,0,4
11.38,20,3,0,25.76,1,2,0,3
15.33,6,6,0,29.99,1,4,0,0
25.02,8,2,1,96.81,2,4,0,3
10.72,11,2,0,24.2,1,4,0,2
6.04,19,4,0,27.82,1,5,0,3
21.65,9,6,0,51.61,1,5,0,0
24.95,20,1,1,74.16,2,5,0,4
3.92,14,4,0,13.17,0,5,0,2
7.96,8,5,0,19.18,2,1,0,3
5.12,15,3,0,10.0,0,1,0,0
11.09,22,1,0,27.75,1,4,0,2
14.06,12,3,0,21.37,1,2,1,2
22.72,20,4,0,42.25,1,5,1,2
19.88,6,1,0,37.86,2,2,0,3
19.01,16,4,0,28.6,1,1,0,0
11.22,22,5,0,25.3,1,5,0,0
25.4,10,0,0,47.97,2,1,1,0
14.67,12,2,0,18.71,1,1,1,1
29.39,20,6,1,79.42,2,3,0,4
19.39,8,1,1,73.12,1,1,0,0
4.66,20,2,0,11.32,1,4,0,1
20.61,10,0,0,69.75,0,1,0,1
10.43,17,1,0,28.12,2,5,1,2
20.9,10,2,0,65.01,1,4,0,4
3.02,8,2,0,11.08,2,1,0,2
6.07,14,1,0,19.38,2,4,0,4
25.82,14,2,1,51.2,2,1,0,2
7.59,12,2,1,25.21,2,4,0,3
25.27,7,1,0,48.12,1,2,0,4
9.1,21,6,0,17.59,1,3,0,1
19.64,14,2,1,55.06,1,4,0,1
21.13,18,2,1,75.68,1,5,1,4
15.87,22,6,1,38.91,1,3,1,2
9.85,11,3,0,25.04,1,3,0,3
7.17,9,5,0,19.13,1,1,0,3
1.96,6,3,0,3.65,1,4,0,0
9.81,14,0,0,27.27,0,3,0,4
19.94,18,3,0,79.03,1,5,0,3
28.21,13,3,0,59.73,1,5,0,2
26.26,18,0,1,114.63,1,5,0,2
23.22,20,2,1,47.71,1,1,0,1
23.86,16,2,0,41.09,2,2,0,3
20.28,17,3,1,100.41,0,4,0,3
8.55,19,0,0,24.66,2,3,1,2
27.31,9,2,0,94.04,1,4,0,1
20.45,6,4,0,31.89,1,3,1,3
17.25,9,1,0,43.25,1,1,0,2
4.22,14,1,0,10.27,1,4,0,1
13.96,15,5,0,21.38,1,1,0,1
14.35,9,1,0,33.27,2,1,0,2
26.07,14,3,0,44.83,2,4,0,1
16.85,18,1,1,60.33,2,4,0,1
12.03,17,1,0,40.47,1,3,0,0
29.33,16,4,0,60.66,1,5,0,1
4.21,17,2,0,15.43,1,1,0,3
13.25,17,4,0,42.37,1,2,0,1
2.22,21,3,0,9.35,2,3,0,3
22.46,10,1,0,67.97,1,3,1,2
27.62,17,6,0,66.82,2,5,0,1
9.12,16,2,0,24.38,1,5,0,2
25.89,14,5,0,46.58,1,1,0,4
9.47,8,5,0,21.88,2,3,0,1
27.41,22,1,0,48.04,2,3,0,2
22.86,19,1,1,85.74,1,2,0,4
24.34,6,5,0,42.06,1,1,0,3
1.52,22,5,0,8.32,1,1,0,3
28.92,13,6,1,87.97,0,5,0,3
22.07,10,3,0,63.88,2,1,0,3
9.84,10,1,0,38.36,1,2,0,3
25.05,14,5,1,49.64,1,1,0,0
9.16,8,6,0,25.75,1,4,0,2
26.31,14,0,0,46.95,1,4,1,4
4.26,21,5,1,18.91,1,2,0,4
21.41,6,2,1,52.88,2,5,0,1
16.68,7,2,0,32.05,0,3,1,2
3.8,19,0,0,7.51,2,1,1,0
8.01,19,3,0,27.57,1,5,0,0
1.36,6,1,0,6.12,2,5,1,2
14.59,21,1,0,27.65,2,1,0,3
9.74,20,5,0,18.94,1,3,1,3
18.35,20,2,0,37.1,0,1,0,2
9.62,17,3,1,38.55,1,3,0,4
9.7,21,3,1,29.7,1,2,0,3
22.55,19,3,1,73.35,2,3,1,1
2.4,20,5,1,8.63,0,5,0,0
27.18,20,1,0,61.18,0,2,0,3
25.72,13,3,0,54.24,1,4,0,4
20.37,7,5,0,38.84,1,2,0,3
18.2,7,5,0,37.39,1,3,0,3
26.88,15,0,0,46.19,1,2,0,0
6.37,8,4,0,20.05,2,2,0,1
3.29,22,3,1,10.36,1,4,0,1
7.95,13,4,0,23.6,1,3,0,4
24.04,9,1,0,91.57,2,5,0,2
2.01,19,5,0,6.71,1,2,1,2
17.9,15,6,0,30.54,2,1,0,2
29.87,6,3,0,61.1,2,5,0,4
25.82,9,6,0,46.14,2,2,0,3
16.12,6,2,0,36.7,1,5,0,1
2.85,22,1,0,5.91,2,1,0,1
25.11,22,0,0,52.12,2,5,0,3
18.37,12,0,0,41.09,2,5,0,1
4.33,20,4,1,11.78,1,1,0,1
3.72,18,5,0,11.37,1,1,0,2
27.38,7,4,1,58.97,1,1,0,2
20.41,18,2,0,54.7,1,4,1,0
25.05,16,2,0,37.3,1,1,0,0
26.49,20,0,0,60.03,1,5,0,1
17.58,15,6,0,20.3,2,1,1,2
16.01,14,3,0,23.08,2,2,0,0
13.48,14,0,0,17.14,2,1,0,0
10.19,6,0,1,21.12,2,1,0,2
13.6,22,6,0,20.57,2,3,0,0
23.44,17,6,0,59.21,2,5,0,3
18.46,15,2,0,47.24,0,5,0,3
26.88,10,6,0,53.93,1,2,0,2
13.86,20,4,0,31.09,1,4,0,2
18.61,11,2,0,35.16,1,3,0,0
19.31,12,6,0,29.61,2,2,0,1
18.16,22,5,0,37.05,1,2,0,4
21.38,11,2,0,52.89,1,5,0,3
7.89,13,2,0,19.13,0,3,1,3
15.86,17,0,0,53.19,1,5,0,2
4.02,19,3,0,13.76,1,4,0,1
12.15,17,0,0,40.25,2,5,0,2
15.14,15,1,0,23.66,1,1,0,0
19.91,20,2,0,36.85,1,5,1,1
28.57,12,6,0,27.88,2,1,1,0
18.42,14,6,0,32.85,2,2,0,3
22.56,15,6,0,51.81,1,4,0,2
15.68,15,2,0,32.89,0,1,0,2
19.39,21,6,0,50.66,0,4,0,4
3.06,12,1,0,8.42,2,5,0,1
8.38,10,2,0,34.71,1,5,0,3
11.49,8,6,0,29.63,1,2,0,4
14.7,16,2,0,30.21,1,5,1,4
2.32,20,5,0,7.01,2,1,0,2
5.06,10,2,0,18.07,1,2,0,1
9.03,17,1,0,33.69,1,4,0,2
29.17,9,0,0,79.61,1,2,0,1
10.61,20,2,0,29.3,1,4,0,4
14.98,14,3,0,24.97,1,3,0,0
6.69,12,1,0,16.98,1,1,0,3
18.71,15,4,0,34.81,1,1,0,4
9.14,18,5,0,23.13,2,4,0,2
7.0,13,1,0,20.05,1,5,0,3
15.98,17,0,0,42.11,2,5,1,4
1.16,6,6,0,4.1,1,3,0,1
1.22,21,6,0,6.42,1,4,0,2
7.35,22,1,1,25.55,1,3,0,4
2.06,16,4,0,5.91,1,4,0,1
4.13,12,6,0,8.99,1,3,0,1
10.83,13,5,0,17.78,1,4,1,1
24.27,11,3,0,37.82,2,1,0,3
17.59,12,4,0,32.18,2,3,0,2
15.87,15,1,0,29.47,1,3,0,1
9.51,16,4,0,30.53,0,4,0,4
28.02,18,6,1,69.98,1,2,0,1
12.51,14,6,0,22.84,2,2,0,2
3.53,12,1,0,11.73,1,1,0,3
18.89,14,6,0,38.69,1,5,0,1
4.3,18,6,0,18.86,1,5,0,4
11.01,8,3,0,32.94,1,1,1,2
15.71,8,3,0,63.93,0,5,0,1
26.35,6,0,0,60.56,1,4,0,3
15.31,7,3,0,25.88,1,2,0,0
21.37,8,2,0,57.21,1,1,1,4
29.79,20,4,0,65.39,1,4,0,1
4.81,11,4,0,7.07,1,1,1,1
8.97,18,1,0,34.01,0,2,0,0
12.44,6,3,0,30.04,1,5,0,2
13.23,6,0,0,26.55,1,4,0,0
12.92,7,6,0,19.82,1,2,1,2
27.32,20,0,0,38.31,2,1,0,1
21.71,19,0,0,67.56,2,3,0,0
18.63,16,5,0,40.79,1,4,0,1
9.97,20,6,0,14.37,1,1,0,0
24.89,11,2,0,22.23,2,1,1,1
28.7,14,3,0,58.53,0,2,0,1
24.81,10,6,1,59.85,1,1,0,1
1.05,7,0,0,8.05,2,4,0,3
19.46,11,6,0,37.2,1,4,0,0
2.48,14,2,0,10.02,1,1,0,3
8.47,11,4,0,16.85,1,2,0,1
2.73,19,1,0,17.14,0,4,0,4
18.51,18,3,0,66.04,1,3,0,2
20.91,16,3,0,41.19,1,5,0,0
4.32,17,5,1,8.85,0,2,1,0
12.13,18,4,0,35.75,1,2,0,2
14.23,19,3,0,52.43,1,5,0,3
11.7,17,5,1,32.44,1,5,1,2
4.51,9,5,1,19.85,1,4,0,4
13.15,15,5,0,21.2,1,1,0,1
22.78,22,3,0,42.09,0,1,0,2
3.06,9,3,0,15.33,1,3,0,2
3.33,17,3,0,10.78,0,1,0,1
11.29,18,2,0,30.3,1,3,0,0
28.31,9,5,0,69.51,1,3,0,4
20.39,15,2,0,34.67,1,2,0,2
20.68,8,1,0,72.98,1,2,0,2
11.5,20,3,0,22.18,1,4,0,0
18.22,7,6,0,46.37,2,5,0,4
1.29,22,4,0,4.94,1,5,0,1
19.45,11,0,0,28.83,1,3,1,1
27.49,13,1,0,59.12,2,5,0,3
18.76,8,6,0,52.14,1,3,0,4
26.34,6,0,0,61.21,2,5,0,4
22.0,21,0,0,41.29,2,4,0,2
4.5,12,3,0,13.89,1,2,0,3
27.17,8,4,0,88.7,2,2,0,1
2.93,9,0,0,17.2,2,3,0,4
16.49,14,5,0,30.81,2,5,1,4
5.12,10,6,0,8.38,1,1,0,0
1.34,20,0,0,4.08,1,4,1,1
13.24,13,1,0,26.24,0,5,1,0
9.56,11,4,0,19.0,1,1,0,3
15.09,20,4,0,28.66,1,4,1,4
17.74,12,0,0,38.94,1,4,0,3
2.27,15,4,0,3.57,2,2,0,0
4.57,11,1,0,10.88,0,3,0,1
17.2,19,6,0,48.21,2,5,0,4
10.95,22,1,0,18.58,1,4,1,1
22.15,14,1,0,60.44,0,5,0,3
19.92,10,5,1,57.38,1,4,0,2
25.52,12,3,1,62.01,1,2,0,1
21.08,12,0,0,36.11,2,3,0,1
13.47,7,6,0,22.99,1,1,0,1
20.52,21,4,0,29.13,1,1,1,4
8.99,18,1,1,32.99,0,2,1,3
9.88,13,0,0,26.99,1,4,0,3
23.88,11,6,0,58.1,0,2,0,4
13.95,11,6,0,25.77,1,3,0,1
24.15,14,0,0,41.6,1,1,0,1
24.85,9,3,0,114.3,0,5,0,2
25.87,16,5,0,42.18,1,1,0,1
27.58,10,4,0,96.69,2,3,0,0
13.5,22,5,0,30.19,1,4,0,1
10.25,12,6,1,30.42,1,2,0,2
17.88,20,4,0,26.92,1,1,0,0
11.76,20,6,0,20.63,2,1,0,2
18.43,19,1,0,62.3,2,5,1,2
21.46,18,1,0,51.1,2,2,0,3
20.96,16,0,0,56.18,1,5,0,4
11.86,18,4,0,52.08,0,5,0,2
5.84,14,4,0,14.44,1,4,0,1
13.49,15,6,0,23.06,2,1,0,3
5.14,9,5,0,11.18,0,2,0,0
26.81,22,1,1,74.75,1,4,0,4
11.03,19,2,0,40.07,2,4,0,3
5.48,16,0,0,15.28,1,4,0,2
1.74,21,4,0,8.28,1,3,1,3
19.73,6,3,0,40.97,1,3,0,1
19.47,12,3,0,48.51,0,4,0,1
10.88,15,2,0,22.15,1,3,0,1
3.08,14,1,0,13.68,0,2,0,4
12.88,8,1,0,42.25,2,1,0,3
10.03,19,1,0,28.6,2,2,0,3
20.64,20,5,0,37.84,1,1,0,2
18.57,7,6,1,53.49,1,3,0,0
11.57,19,3,0,30.3,1,2,1,1
7.32,21,1,0,16.7,1,5,0,0
29.65,12,3,0,65.66,0,4,0,0
14.17,9,2,0,37.74,1,1,0,1
20.96,10,0,0,55.35,2,1,0,1
5.08,11,6,1,16.06,2,5,0,2
15.08,12,5,0,40.93,1,5,0,4
1.8,20,4,0,5.36,1,4,0,1
15.66,6,2,0,25.44,1,3,0,0
28.96,9,6,0,61.97,1,2,0,2
12.14,6,3,0,27.09,1,2,0,3
2.13,16,2,0,7.18,2,2,0,2
1.9,19,4,0,6.1,2,3,1,1
12.25,16,6,1,31.38,1,4,0,1
5.64,15,5,0,16.44,1,2,0,4
1.68,22,0,0,6.05,2,1,0,2
22.93,9,4,0,57.17,2,1,0,1
14.3,20,6,0,20.2,1,1,0,0
9.39,21,5,0,21.39,1,5,0,0
27.1,18,3,0,64.69,2,5,1,2
4.37,14,4,0,16.22,1,3,0,4
28.72,16,2,0,55.03,1,2,0,2
10.11,16,1,0,27.29,1,5,0,4
26.76,11,2,0,22.57,2,1,1,0
18.49,6,3,0,39.95,1,5,0,1
24.97,11,6,1,56.53,1,1,0,3
29.54,18,0,0,72.55,2,2,0,1
9.36,10,4,0,22.18,2,3,0,0
28.87,20,6,0,53.08,2,4,0,0
12.29,19,0,0,41.84,0,4,0,1
12.18,20,3,0,19.95,1,1,0,1
10.87,10,4,0,29.09,1,5,1,0
16.7,9,5,1,51.73,1,5,0,1
5.47,7,5,1,16.58,2,1,0,3
17.06,12,6,0,33.67,2,2,0,3
16.71,15,2,0,27.16,1,1,0,2
23.1,21,6,0,45.88,1,2,0,3
25.18,15,2,0,50.66,0,3,0,0
13.77,22,3,0,17.94,1,3,1,0
9.77,18,5,0,24.03,0,1,0,2
8.52,6,4,0,24.24,1,3,0,4
6.64,6,5,0,19.21,1,5,0,2
2.67,20,2,0,11.87,2,2,0,4
10.93,6,6,0,29.83,1,4,0,4
8.84,11,3,0,18.94,1,4,0,1
29.03,18,5,0,59.25,2,3,0,3
17.17,6,3,0,36.8,1,2,0,4
11.07,10,5,0,35.31,0,5,0,1
17.83,14,6,0,38.66,1,4,0,2
5.04,22,0,0,13.3,2,5,0,2
13.88,21,6,0,30.22,2,5,1,4
19.16,13,5,0,39.93,2,4,0,1
15.18,22,2,0,22.21,1,4,1,0
12.65,20,6,0,28.65,2,3,0,3
29.82,6,4,0,47.25,1,2,1,4
26.53,17,2,1,92.68,1,1,0,0
19.08,10,2,0,59.42,2,2,0,3
17.51,11,2,1,26.61,1,1,1,0
19.0,6,3,0,36.97,2,4,0,1
6.84,6,1,0,22.47,2,5,0,4
12.46,15,1,0,15.13,1,2,1,0
2.14,15,0,0,4.12,1,5,0,0
14.79,8,2,0,46.28,1,2,0,0
16.75,22,1,0,35.05,2,2,0,4
7.6,16,0,0,18.65,1,5,0,1
28.96,7,3,0,37.7,2,3,1,1
27.37,14,2,0,62.66,0,4,0,0
21.94,22,4,0,38.58,1,3,0,1
16.47,19,3,1,66.38,1,3,0,3
26.23,9,0,0,67.75,1,2,1,1
4.79,22,3,0,9.45,2,4,0,0
23.92,22,4,0,51.36,0,2,0,3
4.62,17,3,0,22.36,1,1,0,4
24.03,8,0,0,56.16,1,2,1,2
9.0,16,4,1,26.11,1,5,0,1
26.44,9,4,0,92.73,1,2,1,3
28.38,22,3,1,43.22,2,1,1,2
5.32,10,4,0,27.41,1,2,0,4
14.42,19,6,0,27.98,1,1,0,2
29.45,15,3,0,68.31,1,4,0,4
15.02,20,2,0,23.1,1,2,0,0
26.04,6,4,1,61.03,1,1,0,0
18.07,21,3,0,44.05,1,4,0,4
11.88,16,2,0,27.86,1,5,0,2
9.29,11,4,0,14.48,1,3,1,1
6.89,21,2,0,14.87,1,1,0,2
23.09,7,5,0,48.96,2,5,0,2
12.21,6,4,0,31.38,0,4,0,1
15.83,14,5,0,38.65,1,5,0,2
15.28,17,0,0,42.72,1,2,0,2
17.74,22,0,0,35.93,2,3,0,3
26.1,20,3,0,30.93,2,1,1,4
29.44,15,1,0,55.38,1,4,0,0
12.82,17,5,1,40.49,1,3,0,4
25.0,19,5,0,50.18,2,4,1,2
23.17,14,0,0,50.27,1,5,0,1
17.63,18,5,1,54.28,2,4,0,1
28.73,8,1,0,84.32,1,4,0,0
6.81,19,2,0,23.65,0,5,0,0
4.17,15,2,0,8.46,1,5,0,0
25.76,21,1,0,49.66,1,3,0,1
13.74,12,5,0,16.96,2,1,1,2
25.56,9,5,0,52.71,2,5,0,0
26.9,16,5,0,49.43,1,3,0,0
2.81,21,6,0,7.86,1,4,0,1
26.62,9,3,0,98.91,2,4,0,2
14.0,22,4,0,21.17,1,2,0,0
15.8,18,1,0,52.2,1,5,0,2
19.17,16,1,0,39.81,1,3,0,3
27.87,8,6,0,59.58,1,3,0,0
1.55,14,1,0,2.3,2,1,0,0
14.83,11,1,0,26.38,1,3,0,1
20.94,16,6,1,64.02,1,5,0,3
21.96,21,1,1,51.86,2,3,0,3
21.08,10,5,0,52.17,0,2,0,3
4.9,19,6,0,18.16,1,4,0,4
9.68,22,3,0,18.21,2,4,0,1
11.4,8,0,1,42.99,1,3,0,1
24.33,9,5,0,56.46,1,3,0,0
9.08,21,5,0,19.7,1,3,0,1
7.11,21,4,0,12.59,2,3,0,0
28.77,9,6,0,54.08,1,2,0,0
1.26,22,0,0,11.14,0,5,0,4
29.94,18,1,0,100.25,0,2,0,1
